"Année","Grande région","Domaine d'activité","Niveau de qualification","Homme","Femme"
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","SERVICES","Niveau 1+2",7731,5473
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","SERVICES","Niveau 3",5500,4404
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","SERVICES","Niveau 4",4487,3808
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Définition des buts et de la stratégie de l'entreprise","Niveau 1+2",9206,6588
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Définition des buts et de la stratégie de l'entreprise","Niveau 3",5913,X
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Définition des buts et de la stratégie de l'entreprise","Niveau 4",X,X
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Comptabilité, gestion du personnel","Niveau 1+2",8273,5844
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Comptabilité, gestion du personnel","Niveau 3",5742,5200
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Comptabilité, gestion du personnel","Niveau 4",X,4225
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Secrétariat, travaux de chancellerie","Niveau 1+2",6737,5417
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Secrétariat, travaux de chancellerie","Niveau 3",5633,4987
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Secrétariat, travaux de chancellerie","Niveau 4",5166,4681
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Autres activités commerciales et administratives","Niveau 1+2",7311,5171
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Autres activités commerciales et administratives","Niveau 3",5952,4756
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Autres activités commerciales et administratives","Niveau 4",5140,4489
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Logistique, tâches d'état-major","Niveau 1+2",7558,6115
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Logistique, tâches d'état-major","Niveau 3",5973,4667
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Logistique, tâches d'état-major","Niveau 4",4875,4048
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Expertises, conseils, vente","Niveau 1+2",8577,6321
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Expertises, conseils, vente","Niveau 3",6707,5101
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Expertises, conseils, vente","Niveau 4",X,4340
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Achat et vente de produits de base et d'équipement","Niveau 1+2",8353,6189
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Achat et vente de produits de base et d'équipement","Niveau 3",6118,4746
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Achat et vente de produits de base et d'équipement","Niveau 4",4690,X
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Vente de biens de consommation, vente au détail","Niveau 1+2",6767,4250
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Vente de biens de consommation, vente au détail","Niveau 3",5215,3921
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Vente de biens de consommation, vente au détail","Niveau 4",4152,3684
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Recherche et développement","Niveau 1+2",8320,7086
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Recherche et développement","Niveau 3",6694,5000
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Recherche et développement","Niveau 4",X,X
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Analyse, programmation, 'operating'","Niveau 1+2",7992,6813
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Analyse, programmation, 'operating'","Niveau 3",6223,4946
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Analyse, programmation, 'operating'","Niveau 4",X,4926
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Planifier, construire, réaliser, dessiner","Niveau 1+2",7162,5569
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Planifier, construire, réaliser, dessiner","Niveau 3",5865,4943
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Planifier, construire, réaliser, dessiner","Niveau 4",4930,X
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Transp. de personnes et de marchandises, communications","Niveau 1+2",5866,4799
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Transp. de personnes et de marchandises, communications","Niveau 3",5288,4549
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Transp. de personnes et de marchandises, communications","Niveau 4",4937,4320
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Services de sécurité, de surveillance","Niveau 1+2",8085,X
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Services de sécurité, de surveillance","Niveau 3",6434,X
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Services de sécurité, de surveillance","Niveau 4",4885,X
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités médicales, sociales et dans le domaine des soins","Niveau 1+2",7360,6024
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités médicales, sociales et dans le domaine des soins","Niveau 3",5924,5174
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités médicales, sociales et dans le domaine des soins","Niveau 4",4640,4198
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Soins corporels, nettoyage des vétements","Niveau 1+2",X,3667
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Soins corporels, nettoyage des vétements","Niveau 3",X,3295
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Soins corporels, nettoyage des vétements","Niveau 4",X,3707
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Nettoyage et hygiéne publique","Niveau 1+2",X,X
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Nettoyage et hygiéne publique","Niveau 3",5038,4127
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Nettoyage et hygiéne publique","Niveau 4",4000,3773
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités pédagogiques","Niveau 1+2",8376,7181
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités pédagogiques","Niveau 3",6683,5394
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités pédagogiques","Niveau 4",X,X
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 1+2",5159,3960
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 3",4083,3733
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 4",3435,3476
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Culture, information, sport, loisirs et divertissements","Niveau 1+2",6322,5055
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Culture, information, sport, loisirs et divertissements","Niveau 3",5151,4476
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Culture, information, sport, loisirs et divertissements","Niveau 4",2908,3435
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 1+2",6066,4952
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 3",5356,4292
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 4",4719,3748
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Fabrication et transformation de produits","Niveau 1+2",5836,4333
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Fabrication et transformation de produits","Niveau 3",5284,4071
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Fabrication et transformation de produits","Niveau 4",4684,3764
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de la construction","Niveau 1+2",6102,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de la construction","Niveau 3",5226,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de la construction","Niveau 4",4660,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Mise en service, réglage et maintenance de machines","Niveau 1+2",6219,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Mise en service, réglage et maintenance de machines","Niveau 3",5672,4566
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Mise en service, réglage et maintenance de machines","Niveau 4",4941,3684
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Restauration, arts manuels","Niveau 1+2",X,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Restauration, arts manuels","Niveau 3",X,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Restauration, arts manuels","Niveau 4",X,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","SERVICES","Niveau 1+2",8034,5992
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","SERVICES","Niveau 3",5561,4820
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","SERVICES","Niveau 4",4433,3823
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Définition des buts et de la stratégie de l'entreprise","Niveau 1+2",10000,8346
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Définition des buts et de la stratégie de l'entreprise","Niveau 3",6628,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Définition des buts et de la stratégie de l'entreprise","Niveau 4",X,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Comptabilité, gestion du personnel","Niveau 1+2",8667,6335
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Comptabilité, gestion du personnel","Niveau 3",6270,5553
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Comptabilité, gestion du personnel","Niveau 4",X,4767
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Secrétariat, travaux de chancellerie","Niveau 1+2",6549,5794
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Secrétariat, travaux de chancellerie","Niveau 3",5812,5358
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Secrétariat, travaux de chancellerie","Niveau 4",5335,4782
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Autres activités commerciales et administratives","Niveau 1+2",7599,5753
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Autres activités commerciales et administratives","Niveau 3",5989,5106
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Autres activités commerciales et administratives","Niveau 4",4523,4320
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Logistique, tâches d'état-major","Niveau 1+2",7583,7208
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Logistique, tâches d'état-major","Niveau 3",5866,5949
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Logistique, tâches d'état-major","Niveau 4",4894,4255
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Expertises, conseils, vente","Niveau 1+2",9065,7333
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Expertises, conseils, vente","Niveau 3",6500,5731
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Expertises, conseils, vente","Niveau 4",X,4252
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Achat et vente de produits de base et d'équipement","Niveau 1+2",8167,6600
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Achat et vente de produits de base et d'équipement","Niveau 3",6475,5159
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Achat et vente de produits de base et d'équipement","Niveau 4",X,4502
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Vente de biens de consommation, vente au détail","Niveau 1+2",7240,4436
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Vente de biens de consommation, vente au détail","Niveau 3",5346,4105
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Vente de biens de consommation, vente au détail","Niveau 4",4189,3768
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Recherche et développement","Niveau 1+2",8503,7377
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Recherche et développement","Niveau 3",6796,5379
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Recherche et développement","Niveau 4",4007,3942
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Analyse, programmation, 'operating'","Niveau 1+2",8312,7066
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Analyse, programmation, 'operating'","Niveau 3",6500,5725
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Analyse, programmation, 'operating'","Niveau 4",X,4333
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Planifier, construire, réaliser, dessiner","Niveau 1+2",7213,5849
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Planifier, construire, réaliser, dessiner","Niveau 3",6174,5200
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Planifier, construire, réaliser, dessiner","Niveau 4",X,4199
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Transp. de personnes et de marchandises, communications","Niveau 1+2",5729,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Transp. de personnes et de marchandises, communications","Niveau 3",5134,4704
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Transp. de personnes et de marchandises, communications","Niveau 4",4955,3859
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Services de sécurité, de surveillance","Niveau 1+2",X,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Services de sécurité, de surveillance","Niveau 3",5310,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Services de sécurité, de surveillance","Niveau 4",X,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités médicales, sociales et dans le domaine des soins","Niveau 1+2",7398,6093
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités médicales, sociales et dans le domaine des soins","Niveau 3",6085,5237
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités médicales, sociales et dans le domaine des soins","Niveau 4",X,4350
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Soins corporels, nettoyage des vétements","Niveau 1+2",X,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Soins corporels, nettoyage des vétements","Niveau 3",X,3381
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Soins corporels, nettoyage des vétements","Niveau 4",X,3303
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Nettoyage et hygiéne publique","Niveau 1+2",X,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Nettoyage et hygiéne publique","Niveau 3",4853,4180
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Nettoyage et hygiéne publique","Niveau 4",4159,3730
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités pédagogiques","Niveau 1+2",8380,7767
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités pédagogiques","Niveau 3",6597,6214
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités pédagogiques","Niveau 4",4932,4332
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 1+2",5285,4333
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 3",4049,3855
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 4",3424,3549
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Culture, information, sport, loisirs et divertissements","Niveau 1+2",6650,5858
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Culture, information, sport, loisirs et divertissements","Niveau 3",5532,4926
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Culture, information, sport, loisirs et divertissements","Niveau 4",3787,3467
"2004","Tessin (TI)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 1+2",5291,4265
"2004","Tessin (TI)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 3",5038,3990
"2004","Tessin (TI)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 4",4508,2758
"2004","Tessin (TI)","Fabrication et transformation de produits","Niveau 1+2",5180,4036
"2004","Tessin (TI)","Fabrication et transformation de produits","Niveau 3",4688,3593
"2004","Tessin (TI)","Fabrication et transformation de produits","Niveau 4",4003,2753
"2004","Tessin (TI)","Activités de la construction","Niveau 1+2",5367,X
"2004","Tessin (TI)","Activités de la construction","Niveau 3",5209,X
"2004","Tessin (TI)","Activités de la construction","Niveau 4",4867,X
"2004","Tessin (TI)","Mise en service, réglage et maintenance de machines","Niveau 1+2",5302,X
"2004","Tessin (TI)","Mise en service, réglage et maintenance de machines","Niveau 3",5112,X
"2004","Tessin (TI)","Mise en service, réglage et maintenance de machines","Niveau 4",4518,X
"2004","Tessin (TI)","Restauration, arts manuels","Niveau 1+2",X,X
"2004","Tessin (TI)","Restauration, arts manuels","Niveau 3",X,X
"2004","Tessin (TI)","Restauration, arts manuels","Niveau 4",X,X
"2004","Tessin (TI)","SERVICES","Niveau 1+2",7473,5416
"2004","Tessin (TI)","SERVICES","Niveau 3",5419,4629
"2004","Tessin (TI)","SERVICES","Niveau 4",4033,3650
"2004","Tessin (TI)","Définition des buts et de la stratégie de l'entreprise","Niveau 1+2",10558,8667
"2004","Tessin (TI)","Définition des buts et de la stratégie de l'entreprise","Niveau 3",X,X
"2004","Tessin (TI)","Définition des buts et de la stratégie de l'entreprise","Niveau 4",X,X
"2004","Tessin (TI)","Comptabilité, gestion du personnel","Niveau 1+2",8056,5417
"2004","Tessin (TI)","Comptabilité, gestion du personnel","Niveau 3",6298,4988
"2004","Tessin (TI)","Comptabilité, gestion du personnel","Niveau 4",X,4532
"2004","Tessin (TI)","Secrétariat, travaux de chancellerie","Niveau 1+2",7000,4872
"2004","Tessin (TI)","Secrétariat, travaux de chancellerie","Niveau 3",6020,4810
"2004","Tessin (TI)","Secrétariat, travaux de chancellerie","Niveau 4",4958,4313
"2004","Tessin (TI)","Autres activités commerciales et administratives","Niveau 1+2",7346,5423
"2004","Tessin (TI)","Autres activités commerciales et administratives","Niveau 3",5472,4914
"2004","Tessin (TI)","Autres activités commerciales et administratives","Niveau 4",4439,4281
