"Année","Grande région","Classe de salaires nets","Taux d'occupation","Homme","Femme"
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","14001-15000 francs","Plein temps (>= 90%)",0.3,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","14001-15000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","15001-16000 francs","Plein temps (>= 90%)",0.2,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","15001-16000 francs","Temps partiel (< 90%)",X,*
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","16001-17000 francs","Plein temps (>= 90%)",0.1,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","16001-17000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","17001-18000 francs","Plein temps (>= 90%)",0.1,*
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","17001-18000 francs","Temps partiel (< 90%)",X,*
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","18001-19000 francs","Plein temps (>= 90%)",0.1,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","18001-19000 francs","Temps partiel (< 90%)",*,*
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","19001-20000 francs","Plein temps (>= 90%)",0.0,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","19001-20000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","20001+ francs","Plein temps (>= 90%)",0.4,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","20001+ francs","Temps partiel (< 90%)",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","0-  1000 francs","Temps partiel (< 90%)",24.5,26.5
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","1001-  2000 francs","Plein temps (>= 90%)",0.1,0.7
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","1001-  2000 francs","Temps partiel (< 90%)",18.0,25.2
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","2001-  3000 francs","Plein temps (>= 90%)",1.2,5.5
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","2001-  3000 francs","Temps partiel (< 90%)",14.6,23.2
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","3001-  4000 francs","Plein temps (>= 90%)",10.6,35.5
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","3001-  4000 francs","Temps partiel (< 90%)",15.9,13.0
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","4001-  5000 francs","Plein temps (>= 90%)",28.4,25.7
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","4001-  5000 francs","Temps partiel (< 90%)",11.3,6.9
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","5001-  6000 francs","Plein temps (>= 90%)",21.2,15.0
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","5001-  6000 francs","Temps partiel (< 90%)",7.2,3.1
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","6001-  7000 francs","Plein temps (>= 90%)",13.1,7.7
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","6001-  7000 francs","Temps partiel (< 90%)",3.5,1.1
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","7001-  8000 francs","Plein temps (>= 90%)",8.3,3.7
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","7001-  8000 francs","Temps partiel (< 90%)",2.1,0.3
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","8001-  9000 francs","Plein temps (>= 90%)",5.7,2.1
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","8001-  9000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","9001-10000 francs","Plein temps (>= 90%)",3.3,1.2
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","9001-10000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","10001-11000 francs","Plein temps (>= 90%)",1.9,0.7
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","10001-11000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","11001-12000 francs","Plein temps (>= 90%)",1.4,0.5
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","11001-12000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","12001-13000 francs","Plein temps (>= 90%)",1.0,0.2
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","13001-14000 francs","Plein temps (>= 90%)",0.6,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","14001-15000 francs","Plein temps (>= 90%)",0.5,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","14001-15000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","15001-16000 francs","Plein temps (>= 90%)",0.3,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","16001-17000 francs","Plein temps (>= 90%)",0.3,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","16001-17000 francs","Temps partiel (< 90%)",X,*
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","17001-18000 francs","Plein temps (>= 90%)",0.1,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","17001-18000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","18001-19000 francs","Plein temps (>= 90%)",0.1,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","18001-19000 francs","Temps partiel (< 90%)",X,*
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","19001-20000 francs","Plein temps (>= 90%)",0.1,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","19001-20000 francs","Temps partiel (< 90%)",X,*
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","20001+ francs","Plein temps (>= 90%)",0.9,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","20001+ francs","Temps partiel (< 90%)",X,X
"2006","Tessin (TI)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2006","Tessin (TI)","0-  1000 francs","Temps partiel (< 90%)",12.9,19.3
"2006","Tessin (TI)","1001-  2000 francs","Plein temps (>= 90%)",X,0.8
"2006","Tessin (TI)","1001-  2000 francs","Temps partiel (< 90%)",20.5,29.2
"2006","Tessin (TI)","2001-  3000 francs","Plein temps (>= 90%)",4.4,25.8
"2006","Tessin (TI)","2001-  3000 francs","Temps partiel (< 90%)",24.1,30.1
"2006","Tessin (TI)","3001-  4000 francs","Plein temps (>= 90%)",24.2,32.1
"2006","Tessin (TI)","3001-  4000 francs","Temps partiel (< 90%)",17.4,12.8
"2006","Tessin (TI)","4001-  5000 francs","Plein temps (>= 90%)",32.1,20.0
"2006","Tessin (TI)","4001-  5000 francs","Temps partiel (< 90%)",13.1,5.9
"2006","Tessin (TI)","5001-  6000 francs","Plein temps (>= 90%)",16.4,10.7
"2006","Tessin (TI)","5001-  6000 francs","Temps partiel (< 90%)",7.0,1.3
"2006","Tessin (TI)","6001-  7000 francs","Plein temps (>= 90%)",8.2,5.1
"2006","Tessin (TI)","6001-  7000 francs","Temps partiel (< 90%)",X,X
"2006","Tessin (TI)","7001-  8000 francs","Plein temps (>= 90%)",4.4,2.0
"2006","Tessin (TI)","7001-  8000 francs","Temps partiel (< 90%)",X,X
"2006","Tessin (TI)","8001-  9000 francs","Plein temps (>= 90%)",2.5,1.1
"2006","Tessin (TI)","8001-  9000 francs","Temps partiel (< 90%)",X,X
"2006","Tessin (TI)","9001-10000 francs","Plein temps (>= 90%)",1.5,0.5
"2006","Tessin (TI)","9001-10000 francs","Temps partiel (< 90%)",X,X
"2006","Tessin (TI)","10001-11000 francs","Plein temps (>= 90%)",1.1,X
"2006","Tessin (TI)","10001-11000 francs","Temps partiel (< 90%)",X,X
"2006","Tessin (TI)","11001-12000 francs","Plein temps (>= 90%)",0.9,X
"2006","Tessin (TI)","11001-12000 francs","Temps partiel (< 90%)",X,X
"2006","Tessin (TI)","12001-13000 francs","Plein temps (>= 90%)",0.5,X
"2006","Tessin (TI)","12001-13000 francs","Temps partiel (< 90%)",X,*
"2006","Tessin (TI)","13001-14000 francs","Plein temps (>= 90%)",0.5,X
"2006","Tessin (TI)","13001-14000 francs","Temps partiel (< 90%)",X,*
"2006","Tessin (TI)","14001-15000 francs","Plein temps (>= 90%)",0.3,X
"2006","Tessin (TI)","14001-15000 francs","Temps partiel (< 90%)",*,*
"2006","Tessin (TI)","15001-16000 francs","Plein temps (>= 90%)",0.3,X
"2006","Tessin (TI)","15001-16000 francs","Temps partiel (< 90%)",X,*
"2006","Tessin (TI)","16001-17000 francs","Plein temps (>= 90%)",0.2,X
"2006","Tessin (TI)","16001-17000 francs","Temps partiel (< 90%)",*,X
"2006","Tessin (TI)","17001-18000 francs","Plein temps (>= 90%)",0.2,*
"2006","Tessin (TI)","17001-18000 francs","Temps partiel (< 90%)",X,*
"2006","Tessin (TI)","18001-19000 francs","Plein temps (>= 90%)",0.1,X
"2006","Tessin (TI)","18001-19000 francs","Temps partiel (< 90%)",X,*
"2006","Tessin (TI)","19001-20000 francs","Plein temps (>= 90%)",X,X
"2006","Tessin (TI)","19001-20000 francs","Temps partiel (< 90%)",X,*
"2006","Tessin (TI)","20001+ francs","Plein temps (>= 90%)",0.8,X
"2006","Tessin (TI)","20001+ francs","Temps partiel (< 90%)",X,X
"2008","Région lémanique (VD, VS, GE)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2008","Région lémanique (VD, VS, GE)","0-  1000 francs","Temps partiel (< 90%)",20.4,17.3
"2008","Région lémanique (VD, VS, GE)","1001-  2000 francs","Plein temps (>= 90%)",0.1,0.4
"2008","Région lémanique (VD, VS, GE)","1001-  2000 francs","Temps partiel (< 90%)",18.8,20.7
"2008","Région lémanique (VD, VS, GE)","2001-  3000 francs","Plein temps (>= 90%)",1.5,5.1
"2008","Région lémanique (VD, VS, GE)","2001-  3000 francs","Temps partiel (< 90%)",17.1,24.0
"2008","Région lémanique (VD, VS, GE)","3001-  4000 francs","Plein temps (>= 90%)",9.7,25.6
"2008","Région lémanique (VD, VS, GE)","3001-  4000 francs","Temps partiel (< 90%)",15.4,16.9
"2008","Région lémanique (VD, VS, GE)","4001-  5000 francs","Plein temps (>= 90%)",21.4,21.5
"2008","Région lémanique (VD, VS, GE)","4001-  5000 francs","Temps partiel (< 90%)",13.0,10.2
"2008","Région lémanique (VD, VS, GE)","5001-  6000 francs","Plein temps (>= 90%)",20.4,15.8
"2008","Région lémanique (VD, VS, GE)","5001-  6000 francs","Temps partiel (< 90%)",7.0,5.4
"2008","Région lémanique (VD, VS, GE)","6001-  7000 francs","Plein temps (>= 90%)",13.2,10.6
"2008","Région lémanique (VD, VS, GE)","6001-  7000 francs","Temps partiel (< 90%)",3.2,2.4
"2008","Région lémanique (VD, VS, GE)","7001-  8000 francs","Plein temps (>= 90%)",8.4,6.8
"2008","Région lémanique (VD, VS, GE)","7001-  8000 francs","Temps partiel (< 90%)",1.6,1.2
"2008","Région lémanique (VD, VS, GE)","8001-  9000 francs","Plein temps (>= 90%)",5.7,4.2
"2008","Région lémanique (VD, VS, GE)","8001-  9000 francs","Temps partiel (< 90%)",1.1,0.6
"2008","Région lémanique (VD, VS, GE)","9001-10000 francs","Plein temps (>= 90%)",4.0,2.6
"2008","Région lémanique (VD, VS, GE)","9001-10000 francs","Temps partiel (< 90%)",0.5,0.3
"2008","Région lémanique (VD, VS, GE)","10001-11000 francs","Plein temps (>= 90%)",2.9,1.8
"2008","Région lémanique (VD, VS, GE)","10001-11000 francs","Temps partiel (< 90%)",0.4,0.1
"2008","Région lémanique (VD, VS, GE)","11001-12000 francs","Plein temps (>= 90%)",2.1,1.1
"2008","Région lémanique (VD, VS, GE)","11001-12000 francs","Temps partiel (< 90%)",X,0.1
"2008","Région lémanique (VD, VS, GE)","12001-13000 francs","Plein temps (>= 90%)",1.6,0.8
"2008","Région lémanique (VD, VS, GE)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2008","Région lémanique (VD, VS, GE)","13001-14000 francs","Plein temps (>= 90%)",1.2,0.5
"2008","Région lémanique (VD, VS, GE)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2008","Région lémanique (VD, VS, GE)","14001-15000 francs","Plein temps (>= 90%)",1.0,0.4
"2008","Région lémanique (VD, VS, GE)","14001-15000 francs","Temps partiel (< 90%)",X,X
"2008","Région lémanique (VD, VS, GE)","15001-16000 francs","Plein temps (>= 90%)",0.8,0.3
"2008","Région lémanique (VD, VS, GE)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2008","Région lémanique (VD, VS, GE)","16001-17000 francs","Plein temps (>= 90%)",0.6,0.2
"2008","Région lémanique (VD, VS, GE)","16001-17000 francs","Temps partiel (< 90%)",X,X
"2008","Région lémanique (VD, VS, GE)","17001-18000 francs","Plein temps (>= 90%)",0.5,0.2
"2008","Région lémanique (VD, VS, GE)","17001-18000 francs","Temps partiel (< 90%)",X,X
"2008","Région lémanique (VD, VS, GE)","18001-19000 francs","Plein temps (>= 90%)",0.4,0.1
"2008","Région lémanique (VD, VS, GE)","18001-19000 francs","Temps partiel (< 90%)",X,X
"2008","Région lémanique (VD, VS, GE)","19001-20000 francs","Plein temps (>= 90%)",0.3,0.1
"2008","Région lémanique (VD, VS, GE)","19001-20000 francs","Temps partiel (< 90%)",X,X
"2008","Région lémanique (VD, VS, GE)","20001+ francs","Plein temps (>= 90%)",3.2,0.9
"2008","Région lémanique (VD, VS, GE)","20001+ francs","Temps partiel (< 90%)",X,X
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","0-  1000 francs","Temps partiel (< 90%)",19.6,19.2
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","1001-  2000 francs","Plein temps (>= 90%)",0.0,0.5
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","1001-  2000 francs","Temps partiel (< 90%)",16.8,23.0
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","2001-  3000 francs","Plein temps (>= 90%)",1.0,4.5
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","2001-  3000 francs","Temps partiel (< 90%)",16.5,24.9
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","3001-  4000 francs","Plein temps (>= 90%)",8.7,31.6
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","3001-  4000 francs","Temps partiel (< 90%)",16.4,16.5
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","4001-  5000 francs","Plein temps (>= 90%)",26.3,29.0
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","4001-  5000 francs","Temps partiel (< 90%)",12.7,9.1
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","5001-  6000 francs","Plein temps (>= 90%)",24.1,16.0
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","5001-  6000 francs","Temps partiel (< 90%)",7.0,4.1
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","6001-  7000 francs","Plein temps (>= 90%)",13.7,8.2
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","6001-  7000 francs","Temps partiel (< 90%)",4.4,1.6
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","7001-  8000 francs","Plein temps (>= 90%)",8.5,4.4
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","7001-  8000 francs","Temps partiel (< 90%)",2.9,0.6
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","8001-  9000 francs","Plein temps (>= 90%)",5.6,2.1
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","8001-  9000 francs","Temps partiel (< 90%)",1.6,0.2
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","9001-10000 francs","Plein temps (>= 90%)",4.0,1.2
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","9001-10000 francs","Temps partiel (< 90%)",0.7,0.1
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","10001-11000 francs","Plein temps (>= 90%)",2.5,0.7
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","10001-11000 francs","Temps partiel (< 90%)",0.3,X
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","11001-12000 francs","Plein temps (>= 90%)",1.5,0.4
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","11001-12000 francs","Temps partiel (< 90%)",X,X
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","12001-13000 francs","Plein temps (>= 90%)",0.9,0.2
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","13001-14000 francs","Plein temps (>= 90%)",0.6,0.1
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","14001-15000 francs","Plein temps (>= 90%)",0.4,X
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","14001-15000 francs","Temps partiel (< 90%)",X,X
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","15001-16000 francs","Plein temps (>= 90%)",0.3,X
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","16001-17000 francs","Plein temps (>= 90%)",0.1,X
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","16001-17000 francs","Temps partiel (< 90%)",X,*
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","17001-18000 francs","Plein temps (>= 90%)",0.1,X
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","17001-18000 francs","Temps partiel (< 90%)",X,*
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","18001-19000 francs","Plein temps (>= 90%)",0.1,X
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","18001-19000 francs","Temps partiel (< 90%)",X,*
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","19001-20000 francs","Plein temps (>= 90%)",0.1,X
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","19001-20000 francs","Temps partiel (< 90%)",X,X
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","20001+ francs","Plein temps (>= 90%)",0.5,0.1
"2008","Espace Mittelland (BE, FR, SO, NE, JU)","20001+ francs","Temps partiel (< 90%)",X,X
"2008","Suisse du Nord-Ouest (BS, BL, AG)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2008","Suisse du Nord-Ouest (BS, BL, AG)","0-  1000 francs","Temps partiel (< 90%)",23.8,20.4
"2008","Suisse du Nord-Ouest (BS, BL, AG)","1001-  2000 francs","Plein temps (>= 90%)",X,0.3
"2008","Suisse du Nord-Ouest (BS, BL, AG)","1001-  2000 francs","Temps partiel (< 90%)",17.1,21.1
"2008","Suisse du Nord-Ouest (BS, BL, AG)","2001-  3000 francs","Plein temps (>= 90%)",0.8,3.3
"2008","Suisse du Nord-Ouest (BS, BL, AG)","2001-  3000 francs","Temps partiel (< 90%)",14.6,23.4
"2008","Suisse du Nord-Ouest (BS, BL, AG)","3001-  4000 francs","Plein temps (>= 90%)",6.3,23.2
"2008","Suisse du Nord-Ouest (BS, BL, AG)","3001-  4000 francs","Temps partiel (< 90%)",14.9,17.0
"2008","Suisse du Nord-Ouest (BS, BL, AG)","4001-  5000 francs","Plein temps (>= 90%)",22.3,25.8
"2008","Suisse du Nord-Ouest (BS, BL, AG)","4001-  5000 francs","Temps partiel (< 90%)",11.3,9.5
"2008","Suisse du Nord-Ouest (BS, BL, AG)","5001-  6000 francs","Plein temps (>= 90%)",22.5,18.5
"2008","Suisse du Nord-Ouest (BS, BL, AG)","5001-  6000 francs","Temps partiel (< 90%)",8.0,4.8
"2008","Suisse du Nord-Ouest (BS, BL, AG)","6001-  7000 francs","Plein temps (>= 90%)",14.7,10.9
"2008","Suisse du Nord-Ouest (BS, BL, AG)","6001-  7000 francs","Temps partiel (< 90%)",4.1,1.9
"2008","Suisse du Nord-Ouest (BS, BL, AG)","7001-  8000 francs","Plein temps (>= 90%)",9.9,6.2
"2008","Suisse du Nord-Ouest (BS, BL, AG)","7001-  8000 francs","Temps partiel (< 90%)",1.9,0.7
"2008","Suisse du Nord-Ouest (BS, BL, AG)","8001-  9000 francs","Plein temps (>= 90%)",6.6,3.7
"2008","Suisse du Nord-Ouest (BS, BL, AG)","8001-  9000 francs","Temps partiel (< 90%)",1.3,0.3
"2008","Suisse du Nord-Ouest (BS, BL, AG)","9001-10000 francs","Plein temps (>= 90%)",4.3,2.4
"2008","Suisse du Nord-Ouest (BS, BL, AG)","9001-10000 francs","Temps partiel (< 90%)",0.9,0.1
"2008","Suisse du Nord-Ouest (BS, BL, AG)","10001-11000 francs","Plein temps (>= 90%)",3.0,1.5
"2008","Suisse du Nord-Ouest (BS, BL, AG)","10001-11000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse du Nord-Ouest (BS, BL, AG)","11001-12000 francs","Plein temps (>= 90%)",2.2,1.0
"2008","Suisse du Nord-Ouest (BS, BL, AG)","11001-12000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse du Nord-Ouest (BS, BL, AG)","12001-13000 francs","Plein temps (>= 90%)",1.5,0.7
"2008","Suisse du Nord-Ouest (BS, BL, AG)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse du Nord-Ouest (BS, BL, AG)","13001-14000 francs","Plein temps (>= 90%)",1.1,0.5
"2008","Suisse du Nord-Ouest (BS, BL, AG)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse du Nord-Ouest (BS, BL, AG)","14001-15000 francs","Plein temps (>= 90%)",0.8,0.3
"2008","Suisse du Nord-Ouest (BS, BL, AG)","14001-15000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse du Nord-Ouest (BS, BL, AG)","15001-16000 francs","Plein temps (>= 90%)",0.6,0.2
"2008","Suisse du Nord-Ouest (BS, BL, AG)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse du Nord-Ouest (BS, BL, AG)","16001-17000 francs","Plein temps (>= 90%)",0.4,0.1
"2008","Suisse du Nord-Ouest (BS, BL, AG)","16001-17000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse du Nord-Ouest (BS, BL, AG)","17001-18000 francs","Plein temps (>= 90%)",0.3,0.1
"2008","Suisse du Nord-Ouest (BS, BL, AG)","17001-18000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse du Nord-Ouest (BS, BL, AG)","18001-19000 francs","Plein temps (>= 90%)",0.2,0.1
"2008","Suisse du Nord-Ouest (BS, BL, AG)","18001-19000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse du Nord-Ouest (BS, BL, AG)","19001-20000 francs","Plein temps (>= 90%)",0.2,X
"2008","Suisse du Nord-Ouest (BS, BL, AG)","19001-20000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse du Nord-Ouest (BS, BL, AG)","20001+ francs","Plein temps (>= 90%)",1.3,0.3
"2008","Suisse du Nord-Ouest (BS, BL, AG)","20001+ francs","Temps partiel (< 90%)",X,X
"2008","Zurich (ZH)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2008","Zurich (ZH)","0-  1000 francs","Temps partiel (< 90%)",23.5,20.8
"2008","Zurich (ZH)","1001-  2000 francs","Plein temps (>= 90%)",0.1,0.4
"2008","Zurich (ZH)","1001-  2000 francs","Temps partiel (< 90%)",17.7,21.5
"2008","Zurich (ZH)","2001-  3000 francs","Plein temps (>= 90%)",0.7,2.9
"2008","Zurich (ZH)","2001-  3000 francs","Temps partiel (< 90%)",14.4,23.0
"2008","Zurich (ZH)","3001-  4000 francs","Plein temps (>= 90%)",7.0,23.4
"2008","Zurich (ZH)","3001-  4000 francs","Temps partiel (< 90%)",13.0,16.5
"2008","Zurich (ZH)","4001-  5000 francs","Plein temps (>= 90%)",18.0,25.1
"2008","Zurich (ZH)","4001-  5000 francs","Temps partiel (< 90%)",10.3,8.7
"2008","Zurich (ZH)","5001-  6000 francs","Plein temps (>= 90%)",18.8,17.1
"2008","Zurich (ZH)","5001-  6000 francs","Temps partiel (< 90%)",7.8,4.9
"2008","Zurich (ZH)","6001-  7000 francs","Plein temps (>= 90%)",13.8,11.8
"2008","Zurich (ZH)","6001-  7000 francs","Temps partiel (< 90%)",5.1,2.2
"2008","Zurich (ZH)","7001-  8000 francs","Plein temps (>= 90%)",10.1,6.8
"2008","Zurich (ZH)","7001-  8000 francs","Temps partiel (< 90%)",3.2,0.9
"2008","Zurich (ZH)","8001-  9000 francs","Plein temps (>= 90%)",7.6,4.0
"2008","Zurich (ZH)","8001-  9000 francs","Temps partiel (< 90%)",1.6,0.4
"2008","Zurich (ZH)","9001-10000 francs","Plein temps (>= 90%)",5.5,2.6
"2008","Zurich (ZH)","9001-10000 francs","Temps partiel (< 90%)",0.8,0.1
"2008","Zurich (ZH)","10001-11000 francs","Plein temps (>= 90%)",4.0,1.4
"2008","Zurich (ZH)","10001-11000 francs","Temps partiel (< 90%)",0.6,0.1
"2008","Zurich (ZH)","11001-12000 francs","Plein temps (>= 90%)",2.8,0.9
"2008","Zurich (ZH)","11001-12000 francs","Temps partiel (< 90%)",0.2,X
"2008","Zurich (ZH)","12001-13000 francs","Plein temps (>= 90%)",2.0,0.6
"2008","Zurich (ZH)","12001-13000 francs","Temps partiel (< 90%)",0.2,X
"2008","Zurich (ZH)","13001-14000 francs","Plein temps (>= 90%)",1.5,0.4
"2008","Zurich (ZH)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2008","Zurich (ZH)","14001-15000 francs","Plein temps (>= 90%)",1.1,0.4
"2008","Zurich (ZH)","14001-15000 francs","Temps partiel (< 90%)",X,X
"2008","Zurich (ZH)","15001-16000 francs","Plein temps (>= 90%)",0.8,0.2
"2008","Zurich (ZH)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2008","Zurich (ZH)","16001-17000 francs","Plein temps (>= 90%)",0.6,0.2
"2008","Zurich (ZH)","16001-17000 francs","Temps partiel (< 90%)",X,X
"2008","Zurich (ZH)","17001-18000 francs","Plein temps (>= 90%)",0.6,0.1
"2008","Zurich (ZH)","17001-18000 francs","Temps partiel (< 90%)",X,X
"2008","Zurich (ZH)","18001-19000 francs","Plein temps (>= 90%)",0.5,0.1
"2008","Zurich (ZH)","18001-19000 francs","Temps partiel (< 90%)",X,X
"2008","Zurich (ZH)","19001-20000 francs","Plein temps (>= 90%)",0.4,0.0
"2008","Zurich (ZH)","19001-20000 francs","Temps partiel (< 90%)",X,X
"2008","Zurich (ZH)","20001+ francs","Plein temps (>= 90%)",3.2,0.5
