"Année","Grande région","Classe de salaires nets","Taux d'occupation","Homme","Femme"
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","6001-  7000 francs","Temps partiel (< 90%)",2.0,0.9
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","7001-  8000 francs","Plein temps (>= 90%)",7.2,3.1
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","7001-  8000 francs","Temps partiel (< 90%)",1.1,0.2
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","8001-  9000 francs","Plein temps (>= 90%)",4.5,1.7
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","8001-  9000 francs","Temps partiel (< 90%)",X,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","9001-10000 francs","Plein temps (>= 90%)",2.9,0.9
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","9001-10000 francs","Temps partiel (< 90%)",X,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","10001-11000 francs","Plein temps (>= 90%)",1.7,0.4
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","10001-11000 francs","Temps partiel (< 90%)",X,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","11001-12000 francs","Plein temps (>= 90%)",1.0,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","11001-12000 francs","Temps partiel (< 90%)",X,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","12001-13000 francs","Plein temps (>= 90%)",0.7,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","13001-14000 francs","Plein temps (>= 90%)",0.5,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","14001-15000 francs","Plein temps (>= 90%)",0.4,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","14001-15000 francs","Temps partiel (< 90%)",X,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","15001-16000 francs","Plein temps (>= 90%)",0.3,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","15001-16000 francs","Temps partiel (< 90%)",X,*
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","16001-17000 francs","Plein temps (>= 90%)",0.2,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","16001-17000 francs","Temps partiel (< 90%)",*,*
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","17001-18000 francs","Plein temps (>= 90%)",0.2,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","17001-18000 francs","Temps partiel (< 90%)",X,*
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","18001-19000 francs","Plein temps (>= 90%)",0.1,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","18001-19000 francs","Temps partiel (< 90%)",X,*
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","19001-20000 francs","Plein temps (>= 90%)",X,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","19001-20000 francs","Temps partiel (< 90%)",X,*
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","20001+ francs","Plein temps (>= 90%)",0.8,X
"2004","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","20001+ francs","Temps partiel (< 90%)",X,*
"2004","Tessin (TI)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2004","Tessin (TI)","0-  1000 francs","Temps partiel (< 90%)",13.0,19.3
"2004","Tessin (TI)","1001-  2000 francs","Plein temps (>= 90%)",X,2.9
"2004","Tessin (TI)","1001-  2000 francs","Temps partiel (< 90%)",21.5,29.0
"2004","Tessin (TI)","2001-  3000 francs","Plein temps (>= 90%)",4.6,26.8
"2004","Tessin (TI)","2001-  3000 francs","Temps partiel (< 90%)",26.8,30.1
"2004","Tessin (TI)","3001-  4000 francs","Plein temps (>= 90%)",27.4,31.3
"2004","Tessin (TI)","3001-  4000 francs","Temps partiel (< 90%)",18.3,13.1
"2004","Tessin (TI)","4001-  5000 francs","Plein temps (>= 90%)",31.1,20.3
"2004","Tessin (TI)","4001-  5000 francs","Temps partiel (< 90%)",10.8,5.5
"2004","Tessin (TI)","5001-  6000 francs","Plein temps (>= 90%)",14.9,10.5
"2004","Tessin (TI)","5001-  6000 francs","Temps partiel (< 90%)",4.7,1.8
"2004","Tessin (TI)","6001-  7000 francs","Plein temps (>= 90%)",7.8,3.9
"2004","Tessin (TI)","6001-  7000 francs","Temps partiel (< 90%)",X,X
"2004","Tessin (TI)","7001-  8000 francs","Plein temps (>= 90%)",4.0,1.6
"2004","Tessin (TI)","7001-  8000 francs","Temps partiel (< 90%)",X,X
"2004","Tessin (TI)","8001-  9000 francs","Plein temps (>= 90%)",2.4,0.7
"2004","Tessin (TI)","8001-  9000 francs","Temps partiel (< 90%)",X,X
"2004","Tessin (TI)","9001-10000 francs","Plein temps (>= 90%)",1.6,0.4
"2004","Tessin (TI)","9001-10000 francs","Temps partiel (< 90%)",X,X
"2004","Tessin (TI)","10001-11000 francs","Plein temps (>= 90%)",1.1,X
"2004","Tessin (TI)","10001-11000 francs","Temps partiel (< 90%)",X,X
"2004","Tessin (TI)","11001-12000 francs","Plein temps (>= 90%)",0.8,X
"2004","Tessin (TI)","11001-12000 francs","Temps partiel (< 90%)",X,X
"2004","Tessin (TI)","12001-13000 francs","Plein temps (>= 90%)",0.7,X
"2004","Tessin (TI)","12001-13000 francs","Temps partiel (< 90%)",X,*
"2004","Tessin (TI)","13001-14000 francs","Plein temps (>= 90%)",0.4,X
"2004","Tessin (TI)","13001-14000 francs","Temps partiel (< 90%)",*,*
"2004","Tessin (TI)","14001-15000 francs","Plein temps (>= 90%)",0.4,X
"2004","Tessin (TI)","14001-15000 francs","Temps partiel (< 90%)",X,*
"2004","Tessin (TI)","15001-16000 francs","Plein temps (>= 90%)",0.3,X
"2004","Tessin (TI)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2004","Tessin (TI)","16001-17000 francs","Plein temps (>= 90%)",0.2,X
"2004","Tessin (TI)","16001-17000 francs","Temps partiel (< 90%)",X,*
"2004","Tessin (TI)","17001-18000 francs","Plein temps (>= 90%)",0.2,X
"2004","Tessin (TI)","17001-18000 francs","Temps partiel (< 90%)",*,*
"2004","Tessin (TI)","18001-19000 francs","Plein temps (>= 90%)",X,X
"2004","Tessin (TI)","18001-19000 francs","Temps partiel (< 90%)",X,*
"2004","Tessin (TI)","19001-20000 francs","Plein temps (>= 90%)",X,X
"2004","Tessin (TI)","19001-20000 francs","Temps partiel (< 90%)",X,*
"2004","Tessin (TI)","20001+ francs","Plein temps (>= 90%)",0.8,X
"2004","Tessin (TI)","20001+ francs","Temps partiel (< 90%)",X,X
"2006","Région lémanique (VD, VS, GE)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2006","Région lémanique (VD, VS, GE)","0-  1000 francs","Temps partiel (< 90%)",21.8,17.3
"2006","Région lémanique (VD, VS, GE)","1001-  2000 francs","Plein temps (>= 90%)",0.1,0.2
"2006","Région lémanique (VD, VS, GE)","1001-  2000 francs","Temps partiel (< 90%)",19.3,22.1
"2006","Région lémanique (VD, VS, GE)","2001-  3000 francs","Plein temps (>= 90%)",1.8,6.9
"2006","Région lémanique (VD, VS, GE)","2001-  3000 francs","Temps partiel (< 90%)",18.4,25.1
"2006","Région lémanique (VD, VS, GE)","3001-  4000 francs","Plein temps (>= 90%)",12.5,26.8
"2006","Région lémanique (VD, VS, GE)","3001-  4000 francs","Temps partiel (< 90%)",17.6,17.8
"2006","Région lémanique (VD, VS, GE)","4001-  5000 francs","Plein temps (>= 90%)",25.7,22.6
"2006","Région lémanique (VD, VS, GE)","4001-  5000 francs","Temps partiel (< 90%)",12.1,9.4
"2006","Région lémanique (VD, VS, GE)","5001-  6000 francs","Plein temps (>= 90%)",20.2,15.5
"2006","Région lémanique (VD, VS, GE)","5001-  6000 francs","Temps partiel (< 90%)",4.9,4.7
"2006","Région lémanique (VD, VS, GE)","6001-  7000 francs","Plein temps (>= 90%)",11.6,10.0
"2006","Région lémanique (VD, VS, GE)","6001-  7000 francs","Temps partiel (< 90%)",2.1,1.8
"2006","Région lémanique (VD, VS, GE)","7001-  8000 francs","Plein temps (>= 90%)",7.4,6.6
"2006","Région lémanique (VD, VS, GE)","7001-  8000 francs","Temps partiel (< 90%)",1.3,0.6
"2006","Région lémanique (VD, VS, GE)","8001-  9000 francs","Plein temps (>= 90%)",4.7,3.6
"2006","Région lémanique (VD, VS, GE)","8001-  9000 francs","Temps partiel (< 90%)",0.6,0.3
"2006","Région lémanique (VD, VS, GE)","9001-10000 francs","Plein temps (>= 90%)",3.4,2.2
"2006","Région lémanique (VD, VS, GE)","9001-10000 francs","Temps partiel (< 90%)",0.4,0.1
"2006","Région lémanique (VD, VS, GE)","10001-11000 francs","Plein temps (>= 90%)",2.4,1.4
"2006","Région lémanique (VD, VS, GE)","10001-11000 francs","Temps partiel (< 90%)",X,X
"2006","Région lémanique (VD, VS, GE)","11001-12000 francs","Plein temps (>= 90%)",1.8,0.9
"2006","Région lémanique (VD, VS, GE)","11001-12000 francs","Temps partiel (< 90%)",X,X
"2006","Région lémanique (VD, VS, GE)","12001-13000 francs","Plein temps (>= 90%)",1.3,0.6
"2006","Région lémanique (VD, VS, GE)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2006","Région lémanique (VD, VS, GE)","13001-14000 francs","Plein temps (>= 90%)",1.0,0.4
"2006","Région lémanique (VD, VS, GE)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2006","Région lémanique (VD, VS, GE)","14001-15000 francs","Plein temps (>= 90%)",0.8,0.3
"2006","Région lémanique (VD, VS, GE)","14001-15000 francs","Temps partiel (< 90%)",X,X
"2006","Région lémanique (VD, VS, GE)","15001-16000 francs","Plein temps (>= 90%)",0.6,0.2
"2006","Région lémanique (VD, VS, GE)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2006","Région lémanique (VD, VS, GE)","16001-17000 francs","Plein temps (>= 90%)",0.5,0.2
"2006","Région lémanique (VD, VS, GE)","16001-17000 francs","Temps partiel (< 90%)",X,X
"2006","Région lémanique (VD, VS, GE)","17001-18000 francs","Plein temps (>= 90%)",0.4,0.1
"2006","Région lémanique (VD, VS, GE)","17001-18000 francs","Temps partiel (< 90%)",X,X
"2006","Région lémanique (VD, VS, GE)","18001-19000 francs","Plein temps (>= 90%)",0.4,0.1
"2006","Région lémanique (VD, VS, GE)","18001-19000 francs","Temps partiel (< 90%)",X,X
"2006","Région lémanique (VD, VS, GE)","19001-20000 francs","Plein temps (>= 90%)",0.2,X
"2006","Région lémanique (VD, VS, GE)","19001-20000 francs","Temps partiel (< 90%)",X,X
"2006","Région lémanique (VD, VS, GE)","20001+ francs","Plein temps (>= 90%)",2.3,0.5
"2006","Région lémanique (VD, VS, GE)","20001+ francs","Temps partiel (< 90%)",X,X
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","0-  1000 francs","Temps partiel (< 90%)",22.8,21.6
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","1001-  2000 francs","Plein temps (>= 90%)",0.1,0.4
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","1001-  2000 francs","Temps partiel (< 90%)",16.8,23.8
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","2001-  3000 francs","Plein temps (>= 90%)",1.2,5.9
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","2001-  3000 francs","Temps partiel (< 90%)",16.9,24.7
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","3001-  4000 francs","Plein temps (>= 90%)",10.7,36.0
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","3001-  4000 francs","Temps partiel (< 90%)",15.8,15.7
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","4001-  5000 francs","Plein temps (>= 90%)",28.3,27.4
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","4001-  5000 francs","Temps partiel (< 90%)",11.4,8.4
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","5001-  6000 francs","Plein temps (>= 90%)",22.6,14.8
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","5001-  6000 francs","Temps partiel (< 90%)",6.8,3.4
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","6001-  7000 francs","Plein temps (>= 90%)",13.0,7.4
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","6001-  7000 francs","Temps partiel (< 90%)",4.2,1.2
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","7001-  8000 francs","Plein temps (>= 90%)",8.1,3.5
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","7001-  8000 francs","Temps partiel (< 90%)",2.4,0.4
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","8001-  9000 francs","Plein temps (>= 90%)",5.1,1.6
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","8001-  9000 francs","Temps partiel (< 90%)",1.2,0.1
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","9001-10000 francs","Plein temps (>= 90%)",3.6,1.0
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","9001-10000 francs","Temps partiel (< 90%)",0.5,0.0
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","10001-11000 francs","Plein temps (>= 90%)",2.3,0.5
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","10001-11000 francs","Temps partiel (< 90%)",0.2,X
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","11001-12000 francs","Plein temps (>= 90%)",1.3,0.3
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","11001-12000 francs","Temps partiel (< 90%)",X,X
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","12001-13000 francs","Plein temps (>= 90%)",0.8,0.1
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","13001-14000 francs","Plein temps (>= 90%)",0.5,0.1
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","14001-15000 francs","Plein temps (>= 90%)",0.4,X
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","14001-15000 francs","Temps partiel (< 90%)",X,X
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","15001-16000 francs","Plein temps (>= 90%)",0.2,X
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","16001-17000 francs","Plein temps (>= 90%)",0.1,X
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","16001-17000 francs","Temps partiel (< 90%)",X,X
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","17001-18000 francs","Plein temps (>= 90%)",0.1,X
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","17001-18000 francs","Temps partiel (< 90%)",X,X
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","18001-19000 francs","Plein temps (>= 90%)",0.1,X
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","18001-19000 francs","Temps partiel (< 90%)",X,*
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","19001-20000 francs","Plein temps (>= 90%)",0.1,X
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","19001-20000 francs","Temps partiel (< 90%)",X,*
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","20001+ francs","Plein temps (>= 90%)",0.4,X
"2006","Espace Mittelland (BE, FR, SO, NE, JU)","20001+ francs","Temps partiel (< 90%)",X,X
"2006","Suisse du Nord-Ouest (BS, BL, AG)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2006","Suisse du Nord-Ouest (BS, BL, AG)","0-  1000 francs","Temps partiel (< 90%)",22.8,20.7
"2006","Suisse du Nord-Ouest (BS, BL, AG)","1001-  2000 francs","Plein temps (>= 90%)",0.1,0.4
"2006","Suisse du Nord-Ouest (BS, BL, AG)","1001-  2000 francs","Temps partiel (< 90%)",18.3,23.2
"2006","Suisse du Nord-Ouest (BS, BL, AG)","2001-  3000 francs","Plein temps (>= 90%)",0.8,4.2
"2006","Suisse du Nord-Ouest (BS, BL, AG)","2001-  3000 francs","Temps partiel (< 90%)",16.9,24.0
"2006","Suisse du Nord-Ouest (BS, BL, AG)","3001-  4000 francs","Plein temps (>= 90%)",8.5,28.4
"2006","Suisse du Nord-Ouest (BS, BL, AG)","3001-  4000 francs","Temps partiel (< 90%)",16.0,15.8
"2006","Suisse du Nord-Ouest (BS, BL, AG)","4001-  5000 francs","Plein temps (>= 90%)",25.2,24.5
"2006","Suisse du Nord-Ouest (BS, BL, AG)","4001-  5000 francs","Temps partiel (< 90%)",11.7,9.1
"2006","Suisse du Nord-Ouest (BS, BL, AG)","5001-  6000 francs","Plein temps (>= 90%)",21.4,17.0
"2006","Suisse du Nord-Ouest (BS, BL, AG)","5001-  6000 francs","Temps partiel (< 90%)",6.1,4.1
"2006","Suisse du Nord-Ouest (BS, BL, AG)","6001-  7000 francs","Plein temps (>= 90%)",13.9,10.0
"2006","Suisse du Nord-Ouest (BS, BL, AG)","6001-  7000 francs","Temps partiel (< 90%)",3.4,1.6
"2006","Suisse du Nord-Ouest (BS, BL, AG)","7001-  8000 francs","Plein temps (>= 90%)",9.3,5.5
"2006","Suisse du Nord-Ouest (BS, BL, AG)","7001-  8000 francs","Temps partiel (< 90%)",1.5,0.6
"2006","Suisse du Nord-Ouest (BS, BL, AG)","8001-  9000 francs","Plein temps (>= 90%)",6.2,3.0
"2006","Suisse du Nord-Ouest (BS, BL, AG)","8001-  9000 francs","Temps partiel (< 90%)",1.2,0.3
"2006","Suisse du Nord-Ouest (BS, BL, AG)","9001-10000 francs","Plein temps (>= 90%)",4.1,2.2
"2006","Suisse du Nord-Ouest (BS, BL, AG)","9001-10000 francs","Temps partiel (< 90%)",X,0.1
"2006","Suisse du Nord-Ouest (BS, BL, AG)","10001-11000 francs","Plein temps (>= 90%)",2.7,1.2
"2006","Suisse du Nord-Ouest (BS, BL, AG)","10001-11000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse du Nord-Ouest (BS, BL, AG)","11001-12000 francs","Plein temps (>= 90%)",1.8,0.9
"2006","Suisse du Nord-Ouest (BS, BL, AG)","11001-12000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse du Nord-Ouest (BS, BL, AG)","12001-13000 francs","Plein temps (>= 90%)",1.3,0.5
"2006","Suisse du Nord-Ouest (BS, BL, AG)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse du Nord-Ouest (BS, BL, AG)","13001-14000 francs","Plein temps (>= 90%)",0.9,0.3
"2006","Suisse du Nord-Ouest (BS, BL, AG)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse du Nord-Ouest (BS, BL, AG)","14001-15000 francs","Plein temps (>= 90%)",0.6,0.3
"2006","Suisse du Nord-Ouest (BS, BL, AG)","14001-15000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse du Nord-Ouest (BS, BL, AG)","15001-16000 francs","Plein temps (>= 90%)",0.4,0.2
"2006","Suisse du Nord-Ouest (BS, BL, AG)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse du Nord-Ouest (BS, BL, AG)","16001-17000 francs","Plein temps (>= 90%)",0.3,0.1
"2006","Suisse du Nord-Ouest (BS, BL, AG)","16001-17000 francs","Temps partiel (< 90%)",X,*
"2006","Suisse du Nord-Ouest (BS, BL, AG)","17001-18000 francs","Plein temps (>= 90%)",0.2,X
"2006","Suisse du Nord-Ouest (BS, BL, AG)","17001-18000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse du Nord-Ouest (BS, BL, AG)","18001-19000 francs","Plein temps (>= 90%)",0.2,X
"2006","Suisse du Nord-Ouest (BS, BL, AG)","18001-19000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse du Nord-Ouest (BS, BL, AG)","19001-20000 francs","Plein temps (>= 90%)",0.1,X
"2006","Suisse du Nord-Ouest (BS, BL, AG)","19001-20000 francs","Temps partiel (< 90%)",*,*
"2006","Suisse du Nord-Ouest (BS, BL, AG)","20001+ francs","Plein temps (>= 90%)",0.9,0.3
"2006","Suisse du Nord-Ouest (BS, BL, AG)","20001+ francs","Temps partiel (< 90%)",X,X
"2006","Zurich (ZH)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2006","Zurich (ZH)","0-  1000 francs","Temps partiel (< 90%)",22.8,19.4
"2006","Zurich (ZH)","1001-  2000 francs","Plein temps (>= 90%)",0.1,0.2
"2006","Zurich (ZH)","1001-  2000 francs","Temps partiel (< 90%)",18.2,22.0
"2006","Zurich (ZH)","2001-  3000 francs","Plein temps (>= 90%)",0.8,2.5
"2006","Zurich (ZH)","2001-  3000 francs","Temps partiel (< 90%)",16.6,25.0
"2006","Zurich (ZH)","3001-  4000 francs","Plein temps (>= 90%)",7.8,25.8
"2006","Zurich (ZH)","3001-  4000 francs","Temps partiel (< 90%)",13.9,15.8
"2006","Zurich (ZH)","4001-  5000 francs","Plein temps (>= 90%)",19.4,25.2
"2006","Zurich (ZH)","4001-  5000 francs","Temps partiel (< 90%)",9.4,9.0
"2006","Zurich (ZH)","5001-  6000 francs","Plein temps (>= 90%)",19.4,17.3
"2006","Zurich (ZH)","5001-  6000 francs","Temps partiel (< 90%)",7.0,4.6
"2006","Zurich (ZH)","6001-  7000 francs","Plein temps (>= 90%)",13.7,11.3
"2006","Zurich (ZH)","6001-  7000 francs","Temps partiel (< 90%)",4.6,1.9
"2006","Zurich (ZH)","7001-  8000 francs","Plein temps (>= 90%)",9.7,6.6
"2006","Zurich (ZH)","7001-  8000 francs","Temps partiel (< 90%)",3.0,0.9
"2006","Zurich (ZH)","8001-  9000 francs","Plein temps (>= 90%)",7.0,3.7
"2006","Zurich (ZH)","8001-  9000 francs","Temps partiel (< 90%)",1.6,0.3
"2006","Zurich (ZH)","9001-10000 francs","Plein temps (>= 90%)",5.2,2.1
"2006","Zurich (ZH)","9001-10000 francs","Temps partiel (< 90%)",0.8,0.1
"2006","Zurich (ZH)","10001-11000 francs","Plein temps (>= 90%)",3.8,1.3
"2006","Zurich (ZH)","10001-11000 francs","Temps partiel (< 90%)",0.5,0.0
"2006","Zurich (ZH)","11001-12000 francs","Plein temps (>= 90%)",2.7,0.9
"2006","Zurich (ZH)","11001-12000 francs","Temps partiel (< 90%)",0.2,X
"2006","Zurich (ZH)","12001-13000 francs","Plein temps (>= 90%)",1.9,0.6
"2006","Zurich (ZH)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2006","Zurich (ZH)","13001-14000 francs","Plein temps (>= 90%)",1.3,0.5
"2006","Zurich (ZH)","13001-14000 francs","Temps partiel (< 90%)",0.1,X
"2006","Zurich (ZH)","14001-15000 francs","Plein temps (>= 90%)",1.0,0.3
"2006","Zurich (ZH)","14001-15000 francs","Temps partiel (< 90%)",X,X
"2006","Zurich (ZH)","15001-16000 francs","Plein temps (>= 90%)",0.8,0.2
"2006","Zurich (ZH)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2006","Zurich (ZH)","16001-17000 francs","Plein temps (>= 90%)",0.6,0.1
"2006","Zurich (ZH)","16001-17000 francs","Temps partiel (< 90%)",X,X
"2006","Zurich (ZH)","17001-18000 francs","Plein temps (>= 90%)",0.5,0.1
"2006","Zurich (ZH)","17001-18000 francs","Temps partiel (< 90%)",X,X
"2006","Zurich (ZH)","18001-19000 francs","Plein temps (>= 90%)",0.4,X
"2006","Zurich (ZH)","18001-19000 francs","Temps partiel (< 90%)",X,X
"2006","Zurich (ZH)","19001-20000 francs","Plein temps (>= 90%)",0.3,X
"2006","Zurich (ZH)","19001-20000 francs","Temps partiel (< 90%)",X,X
"2006","Zurich (ZH)","20001+ francs","Plein temps (>= 90%)",2.5,0.4
"2006","Zurich (ZH)","20001+ francs","Temps partiel (< 90%)",X,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","0-  1000 francs","Temps partiel (< 90%)",21.5,25.0
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","1001-  2000 francs","Plein temps (>= 90%)",0.1,0.7
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","1001-  2000 francs","Temps partiel (< 90%)",20.0,27.1
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","2001-  3000 francs","Plein temps (>= 90%)",1.6,8.9
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","2001-  3000 francs","Temps partiel (< 90%)",17.8,24.7
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","3001-  4000 francs","Plein temps (>= 90%)",12.5,41.0
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","3001-  4000 francs","Temps partiel (< 90%)",16.1,13.2
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","4001-  5000 francs","Plein temps (>= 90%)",31.4,26.7
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","4001-  5000 francs","Temps partiel (< 90%)",12.1,6.2
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","5001-  6000 francs","Plein temps (>= 90%)",23.6,11.7
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","5001-  6000 francs","Temps partiel (< 90%)",6.4,2.3
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","6001-  7000 francs","Plein temps (>= 90%)",12.6,5.5
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","6001-  7000 francs","Temps partiel (< 90%)",2.7,0.7
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","7001-  8000 francs","Plein temps (>= 90%)",7.0,2.5
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","7001-  8000 francs","Temps partiel (< 90%)",1.2,0.2
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","8001-  9000 francs","Plein temps (>= 90%)",3.8,1.1
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","8001-  9000 francs","Temps partiel (< 90%)",0.9,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","9001-10000 francs","Plein temps (>= 90%)",2.3,0.5
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","9001-10000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","10001-11000 francs","Plein temps (>= 90%)",1.4,0.4
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","10001-11000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","11001-12000 francs","Plein temps (>= 90%)",0.9,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","11001-12000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","12001-13000 francs","Plein temps (>= 90%)",0.5,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","13001-14000 francs","Plein temps (>= 90%)",0.3,X
